experiment_id,scenario,mechanism,status,sample_dir,source_run,rounds,duration_seconds,started_at,ended_at,issue_type,last_observed,next_action,config,runner,notes,quality_status,quality_reason,analysis_status,analysis_missing_items
TulipMania__RuleLLM,TulipMania,RuleLLM,runtime_success_full_200_level2_audited,samples/TulipMania/RuleLLM,samples/TulipMania/RuleLLM,configured_full,2330.178,2026-05-23T17:18:34,2026-05-23T17:57:24,,,,samples/TulipMania/RuleLLM/config/simulation.yml,examples/TulipMania/RuleLLM/run_tulipmania_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
TulipMania__Rag,TulipMania,Rag,runtime_success_full_200_level2_audited,samples/TulipMania/Rag,samples/TulipMania/Rag,configured_full,3320.245,2026-05-23T16:22:40,2026-05-23T17:18:00,,,,samples/TulipMania/Rag/config/simulation.yml,examples/TulipMania/Rag/run_tulipmania_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
VolatilityClustering__Rule,VolatilityClustering,Rule,runtime_success_full_200_level2_audited,samples/VolatilityClustering/Rule,samples/VolatilityClustering/Rule,configured_full,60.006,2026-05-22T03:50:02,2026-05-22T03:51:02,,,,samples/VolatilityClustering/Rule/config/simulation.yml,examples/VolatilityClustering/Rule/run_volatility.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
VolatilityClustering__LLM,VolatilityClustering,LLM,runtime_success_full_200_level2_audited,samples/VolatilityClustering/LLM,samples/VolatilityClustering/LLM,configured_full,3600.306,2026-05-23T01:16:33,2026-05-23T02:16:34,,,,samples/VolatilityClustering/LLM/config/simulation.yml,examples/VolatilityClustering/LLM/run_volatility_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
VolatilityClustering__RuleLLM,VolatilityClustering,RuleLLM,runtime_success_full_200_level2_audited,samples/VolatilityClustering/RuleLLM,samples/VolatilityClustering/RuleLLM,configured_full,4020.308,2026-05-23T02:16:44,2026-05-23T03:23:44,,,,samples/VolatilityClustering/RuleLLM/config/simulation.yml,examples/VolatilityClustering/RuleLLM/run_volatility_clustering_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
VolatilityClustering__Rag,VolatilityClustering,Rag,runtime_success_full_200_level2_audited,samples/VolatilityClustering/Rag,samples/VolatilityClustering/Rag,configured_full,7940.705,2026-05-22T18:09:21,2026-05-22T20:21:42,,,,samples/VolatilityClustering/Rag/config/simulation.yml,examples/VolatilityClustering/Rag/run_volatility_clustering_ragllm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
Volmageddon__Rule,Volmageddon,Rule,runtime_success_full_200_level2_audited,samples/Volmageddon/Rule,samples/Volmageddon/Rule,configured_full,60.005,2026-05-22T03:51:02,2026-05-22T03:52:02,,,,samples/Volmageddon/Rule/config/simulation.yml,examples/Volmageddon/Rule/run_volmageddon.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
Volmageddon__LLM,Volmageddon,LLM,runtime_success_full_200_level2_audited,samples/Volmageddon/LLM,samples/Volmageddon/LLM,configured_full,5850.448,2026-05-23T16:21:01,2026-05-23T17:58:32,,,,samples/Volmageddon/LLM/config/simulation.yml,examples/Volmageddon/LLM/run_volmageddon_llm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
Volmageddon__RuleLLM,Volmageddon,RuleLLM,runtime_success_full_200_level2_audited,samples/Volmageddon/RuleLLM,samples/Volmageddon/RuleLLM,configured_full,9440.715,2026-05-23T17:58:42,2026-05-23T20:36:03,,,,samples/Volmageddon/RuleLLM/config/simulation.yml,examples/Volmageddon/RuleLLM/run_volmageddon_rulellm.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
Volmageddon__Rag,Volmageddon,Rag,runtime_success_full_200_level2_audited,samples/Volmageddon/Rag,samples/Volmageddon/Rag,configured_full,2330.179,2026-05-23T17:18:10,2026-05-23T17:57:00,,,,samples/Volmageddon/Rag/config/simulation.yml,examples/Volmageddon/Rag/run_volmageddon_rag.py,Matrix runner SUCCESS with isolated config/artifacts accepted as a runtime sample after simulation-180 Level-2 audit. Analysis artifacts are audited separately.,accepted,,analysis_complete,
